"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"D","Yannick Weber",2800,"Van@Ari 10:00PM ET",1.250,"Van"
"LW","Marcus Foligno",2800,"Phi@Buf 07:00PM ET",1.333,"Buf"
"LW","Matt Calvert",2800,"Cls@Was 07:00PM ET",0.700,"Cls"
"D","Patrick Wiercioch",2800,"Ott@Det 07:30PM ET",1.500,"Ott"
"D","Cody Goloubef",2800,"Cls@Was 07:00PM ET",2.167,"Cls"
"RW","Emerson Etem",2800,"Tor@NYR 07:00PM ET",0.500,"NYR"
"D","Ryan Murphy",2800,"Col@Car 07:00PM ET",1.550,"Car"
"RW","Alex Chiasson",2800,"Ott@Det 07:30PM ET",1.500,"Ott"
"D","Danny DeKeyser",2800,"Ott@Det 07:30PM ET",0.800,"Det"
"D","Ron Hainsey",2700,"Col@Car 07:00PM ET",2.300,"Car"
"D","Deryk Engelland",2700,"Mon@Cgy 09:00PM ET",1.650,"Cgy"
"D","Marc Methot",2700,"Ott@Det 07:30PM ET",2.500,"Ott"
"RW","Rene Bourque",2700,"Cls@Was 07:00PM ET",1.375,"Cls"
"C","Brad Richardson",2700,"Van@Ari 10:00PM ET",1.200,"Ari"
"RW","Jack Skille",2700,"Col@Car 07:00PM ET",1.944,"Col"
"C","Chris VandeVelde",2700,"Phi@Buf 07:00PM ET",1.667,"Phi"
"D","Erik Gudbranson",2700,"Bos@Fla 07:30PM ET",1.611,"Fla"
"RW","Jesper Fast",2700,"Tor@NYR 07:00PM ET",2.125,"NYR"
"RW","Mark Arcobello",2700,"Tor@NYR 07:00PM ET",0.857,"Tor"
"D","Joe Morrow",2700,"Bos@Fla 07:30PM ET",1.700,"Bos"
